Time [s],PIN 0,TX
1.181975333,1,0
1.182038542,0,0
1.182195500,0,1
1.182664167,0,0
1.183103750,1,0
1.183166958,0,0
1.183323583,0,1
1.183792667,0,0
1.184232167,1,0
1.184295417,0,0
1.184452333,0,1
1.184920958,0,0
1.185360625,1,0
1.185423833,0,0
1.185580750,0,1
1.186049917,0,0
1.186489042,1,0
1.186552250,0,0
1.186709375,0,1
1.187178708,0,0
1.187617542,1,0
1.187680792,0,0
1.187837667,0,1
1.188306583,0,0
1.188746000,1,0
1.188809250,0,0
1.188966292,0,1
1.189435500,0,0
1.189874375,1,0
1.189937583,0,0
1.190094625,0,1
1.190563667,0,0
1.191002917,1,0
1.191066167,0,0
1.191223208,0,1
1.191692208,0,0
1.192131333,1,0
1.192194583,0,0
1.192351583,0,1
1.192820458,0,0
1.193259792,1,0
1.193322958,0,0
1.193479833,0,1
1.193948708,0,0
1.194388125,1,0
1.194451417,0,0
1.194608125,0,1
1.195077375,0,0
1.195516708,1,0
1.195579958,0,0
1.195737042,0,1
1.196206167,0,0
1.196645042,1,0
1.196708292,0,0
1.196865167,0,1
1.197333792,0,0
1.197773542,1,0
1.197836792,0,0
1.197993750,0,1
1.198462417,0,0
1.198901958,1,0
1.198965208,0,0
1.199122167,0,1
1.199590583,0,0
1.200030458,1,0
1.200093708,0,0
1.200250583,0,1
1.200719042,0,0
1.201158875,1,0
1.201222125,0,0
1.201378833,0,1
1.201848042,0,0
1.202287292,1,0
1.202350542,0,0
1.202507375,0,1
1.202976292,0,0
1.203415750,1,0
1.203479000,0,0
1.203636083,0,1
1.204105292,0,0
1.204544208,1,0
1.204607458,0,0
1.204764125,0,1
1.205232875,0,0
1.205672667,1,0
1.205735917,0,0
1.205892708,0,1
1.206361417,0,0
1.206801083,1,0
1.206864292,0,0
1.207021167,0,1
1.207489875,0,0
1.207929500,1,0
1.207992750,0,0
1.208149917,0,1
1.208618750,0,0
1.209058042,1,0
1.209121292,0,0
1.209278333,0,1
1.209747000,0,0
1.210186417,1,0
1.210249667,0,0
1.210406625,0,1
1.210875833,0,0
1.211314917,1,0
1.211378125,0,0
1.211535167,0,1
1.212004125,0,0
1.212443375,1,0
1.212506625,0,0
1.212663417,0,1
1.213132625,0,0
1.213571833,1,0
1.213635083,0,0
1.213791917,0,1
1.214261417,0,0
1.214700208,1,0
1.214763417,0,0
1.214920208,0,1
1.215388750,0,0
1.215828625,1,0
1.215891875,0,0
1.216048667,0,1
1.216517250,0,0
1.216957167,1,0
1.217020417,0,0
1.217177042,0,1
1.217646208,0,0
1.218085625,1,0
1.218148875,0,0
1.218305667,0,1
1.218774333,0,0
1.219214042,1,0
1.219277292,0,0
1.219433792,0,1
1.219902583,0,0
1.220342417,1,0
1.220405625,0,0
1.220562292,0,1
1.221031000,0,0
1.221470958,1,0
1.221534167,0,0
1.221690875,0,1
1.222160250,0,0
1.222599375,1,0
1.222662583,0,0
1.222819292,0,1
1.223288333,0,0
1.223727750,1,0
1.223791000,0,0
1.223948000,0,1
1.224416625,0,0
1.224856250,1,0
1.224919500,0,0
1.225076417,0,1
1.225545292,0,0
1.225984667,1,0
1.226047917,0,0
1.226204792,0,1
1.226673875,0,0
1.227113167,1,0
1.227176417,0,0
1.227333250,0,1
1.227801750,0,0
1.228241625,1,0
1.228304833,0,0
1.228461583,0,1
1.228930500,0,0
1.229370042,1,0
1.229433292,0,0
1.229590250,0,1
1.230059625,0,0
1.230498417,1,0
1.230561625,0,0
1.230718500,0,1
1.231187458,0,0
1.231627000,1,0
1.231690208,0,0
1.231847000,0,1
1.232315917,0,0
1.232755417,1,0
1.232818667,0,0
1.232975375,0,1
1.233444500,0,0
1.233883750,1,0
1.233947000,0,0
1.234104000,0,1
1.234572875,0,0
1.235012250,1,0
1.235075458,0,0
1.235232167,0,1
1.235701333,0,0
1.236140708,1,0
1.236203958,0,0
1.236360667,0,1
1.236829708,0,0
1.237269125,1,0
1.237332333,0,0
1.237489542,0,1
1.237958375,0,0
1.238397625,1,0
1.238460875,0,0
1.238617750,0,1
1.239086917,0,0
1.239526042,1,0
1.239589292,0,0
1.239746000,0,1
1.240214500,0,0
1.240654542,1,0
1.240717792,0,0
1.240874833,0,1
1.241343708,0,0
1.241782917,1,0
1.241846167,0,0
1.242002667,0,1
1.242471542,0,0
1.242911333,1,0
1.242974542,0,0
1.243131375,0,1
1.243600292,0,0
1.244039833,1,0
1.244103042,0,0
1.244259875,0,1
1.244728750,0,0
1.245168333,1,0
1.245231583,0,0
1.245388542,0,1
1.245857750,0,0
1.246296708,1,0
1.246359958,0,0
1.246517250,0,1
1.246986333,0,0
1.247425167,1,0
1.247488417,0,0
1.247645083,0,1
1.248113875,0,0
1.248553667,1,0
1.248616917,0,0
1.248773917,0,1
1.249242750,0,0
1.249682083,1,0
1.249745292,0,0
1.249902125,0,1
1.250370875,0,0
1.250810500,1,0
1.250873750,0,0
1.251030875,0,1
1.251499708,0,0
1.251938958,1,0
1.252002208,0,0
1.252159208,0,1
1.252628417,0,0
1.253067375,1,0
1.253130625,0,0
1.253287500,0,1
1.253756708,0,0
1.254195792,1,0
1.254259042,0,0
1.254415833,0,1
1.254884417,0,0
1.255324333,1,0
1.255387625,0,0
1.255544292,0,1
1.256013667,0,0
1.256452750,1,0
1.256516000,0,0
1.256673125,0,1
1.257142083,0,0
1.257581250,1,0
1.257644458,0,0
1.257801375,0,1
1.258270667,0,0
1.258709583,1,0
1.258772833,0,0
1.258929542,0,1
1.259398583,0,0
1.259838083,1,0
1.259901333,0,0
1.260058208,0,1
1.260527125,0,0
1.260966500,1,0
1.261029792,0,0
1.261186667,0,1
1.261655833,0,0
1.262095000,1,0
1.262158208,0,0
1.262315083,0,1
1.262783958,0,0
1.263223333,1,0
1.263286625,0,0
1.263443542,0,1
1.263912125,0,0
1.264351875,1,0
1.264415083,0,0
1.264572000,0,1
1.265040542,0,0
1.265480292,1,0
1.265543583,0,0
1.265700417,0,1
1.266169417,0,0
1.266608708,1,0
1.266671917,0,0
1.266828625,0,1
1.267297000,0,0
1.267737125,1,0
1.267800333,0,0
1.267957125,0,1
1.268426083,0,0
1.268865667,1,0
1.268928875,0,0
1.269085500,0,1
1.269554417,0,0
1.269994083,1,0
1.270057333,0,0
1.270214167,0,1
1.270683000,0,0
1.271122542,1,0
1.271185792,0,0
1.271342708,0,1
1.271811250,0,0
1.272251042,1,0
1.272314292,0,0
1.272471208,0,1
1.272939917,0,0
1.273379417,1,0
1.273442625,0,0
1.273599417,0,1
1.274068208,0,0
1.274507833,1,0
1.274571042,0,0
1.274727833,0,1
1.275196500,0,0
1.275636333,1,0
1.275699583,0,0
1.275856542,0,1
1.276325792,0,0
1.276764792,1,0
1.276828083,0,0
1.276984917,0,1
1.277454167,0,0
1.277893250,1,0
1.277956500,0,0
1.278113167,0,1
1.278581500,0,0
1.279021708,1,0
1.279085000,0,0
1.279242042,0,1
1.279710792,0,0
1.280150083,1,0
1.280213375,0,0
1.280370333,0,1
1.280839417,0,0
1.281278625,1,0
1.281341875,0,0
1.281498625,0,1
1.281967917,0,0
1.282407000,1,0
1.282470250,0,0
1.282626833,0,1
1.283096125,0,0
1.283535500,1,0
1.283598708,0,0
1.283755542,0,1
1.284224458,0,0
1.284663875,1,0
1.284727125,0,0
1.284884000,0,1
1.285353042,0,0
1.285792292,1,0
1.285855583,0,0
1.286012583,0,1
1.286481083,0,0
1.286920750,1,0
1.286984000,0,0
1.287140875,0,1
1.287609500,0,0
1.288049167,1,0
1.288112417,0,0
1.288269333,0,1
1.288738458,0,0
1.289177667,1,0
1.289240917,0,0
1.289397750,0,1
1.289866875,0,0
1.290306083,1,0
1.290369333,0,0
1.290526167,0,1
1.290995167,0,0
1.291434583,1,0
1.291497833,0,0
1.291654667,0,1
1.292123500,0,0
1.292563042,1,0
1.292626250,0,0
1.292783125,0,1
1.293251667,0,0
1.293691458,1,0
1.293754667,0,0
1.293911750,0,1
1.294380500,0,0
1.294819875,1,0
1.294883125,0,0
1.295040083,0,1
1.295508958,0,0
1.295948292,1,0
1.296011542,0,0
1.296168833,0,1
1.296637500,0,0
1.297076833,1,0
1.297140083,0,0
1.297297042,0,1
1.297765750,0,0
1.298205250,1,0
1.298268542,0,0
1.298425542,0,1
1.298894792,0,0
1.299333625,1,0
1.299396833,0,0
1.299553542,0,1
1.300022667,0,0
1.300462083,1,0
1.300525292,0,0
1.300682375,0,1
1.301151083,0,0
1.301590625,1,0
1.301653833,0,0
1.301810417,0,1
1.302279542,0,0
1.302719042,1,0
1.302782292,0,0
1.302939250,0,1
1.303408375,0,0
1.303847458,1,0
1.303910708,0,0
1.304067542,0,1
1.304536708,0,0
1.304975958,1,0
1.305039167,0,0
1.305196042,0,1
1.305664750,0,0
1.306104375,1,0
1.306167625,0,0
1.306324417,0,1
1.306793500,0,0
1.307232792,1,0
1.307296000,0,0
1.307452875,0,1
1.307922083,0,0
1.308361292,1,0
1.308424458,0,0
1.308580917,0,1
1.309049833,0,0
1.309489708,1,0
1.309552958,0,0
1.309709958,0,1
1.310178542,0,0
1.310618208,1,0
1.310681417,0,0
1.310838333,0,1
1.311307500,0,0
1.311746625,1,0
1.311809875,0,0
1.311966708,0,1
1.312435833,0,0
1.312875000,1,0
1.312938250,0,0
1.313095083,0,1
1.313564083,0,0
1.314003458,1,0
1.314066708,0,0
1.314223583,0,1
1.314692042,0,0
1.315131917,1,0
1.315195167,0,0
1.315351792,0,1
1.315820500,0,0
1.316260375,1,0
1.316323583,0,0
1.316480417,0,1
1.316949083,0,0
1.317388792,1,0
1.317452042,0,0
1.317609167,0,1
1.318077875,0,0
1.318517250,1,0
1.318580500,0,0
1.318737458,0,1
1.319206458,0,0
1.319645708,1,0
1.319708917,0,0
1.319865583,0,1
1.320334458,0,0
1.320774125,1,0
1.320837333,0,0
1.320994250,0,1
1.321463333,0,0
1.321902583,1,0
1.321965792,0,0
1.322122542,0,1
1.322591500,0,0
1.323031042,1,0
1.323094250,0,0
1.323251125,0,1
1.323720208,0,0
1.324159542,1,0
1.324222792,0,0
1.324379958,0,1
1.324849083,0,0
1.325288000,1,0
1.325351250,0,0
1.325508042,0,1
1.325977042,0,0
1.326416375,1,0
1.326479625,0,0
1.326636333,0,1
1.327105083,0,0
1.327544792,1,0
1.327608042,0,0
1.327764750,0,1
1.328233625,0,0
1.328673250,1,0
1.328736500,0,0
1.328893375,0,1
1.329362458,0,0
1.329801750,1,0
1.329865000,0,0
1.330021958,0,1
1.330491000,0,0
1.330930167,1,0
1.330993417,0,0
1.331150292,0,1
1.331619125,0,0
1.332058583,1,0
1.332121833,0,0
1.332278667,0,1
1.332747292,0,0
1.333187083,1,0
1.333250333,0,0
1.333407417,0,1
1.333876333,0,0
1.334315542,1,0
1.334378750,0,0
1.334535625,0,1
1.335004208,0,0
1.335443917,1,0
1.335507167,0,0
1.335663833,0,1
1.336132833,0,0
1.336572375,1,0
1.336635625,0,0
1.336792500,0,1
1.337261542,0,0
1.337700875,1,0
1.337764125,0,0
1.337921208,0,1
1.338389958,0,0
1.338829250,1,0
1.338892542,0,0
1.339049417,0,1
1.339518292,0,0
1.339957708,1,0
1.340020958,0,0
1.340177750,0,1
1.340646708,0,0
1.341086208,1,0
1.341149458,0,0
1.341306583,0,1
1.341775500,0,0
1.342214667,1,0
1.342277917,0,0
1.342434833,0,1
1.342903958,0,0
1.343343083,1,0
1.343406333,0,0
1.343563292,0,1
1.344032167,0,0
1.344471500,1,0
1.344534750,0,0
1.344691417,0,1
1.345160500,0,0
1.345599917,1,0
1.345663125,0,0
1.345819958,0,1
1.346288292,0,0
1.346728458,1,0
1.346791667,0,0
1.346948542,0,1
1.347417542,0,0
1.347856833,1,0
1.347920083,0,0
1.348077083,0,1
1.348545833,0,0
1.348985292,1,0
1.349048542,0,0
1.349205292,0,1
1.349674333,0,0
1.350113750,1,0
1.350176958,0,0
1.350333917,0,1
1.350802833,0,0
1.351242208,1,0
1.351305458,0,0
1.351462292,0,1
1.351931667,0,0
1.352370667,1,0
1.352433917,0,0
1.352590750,0,1
1.353059542,0,0
1.353499125,1,0
1.353562333,0,0
1.353719167,0,1
1.354188167,0,0
1.354627542,1,0
1.354690792,0,0
1.354847583,0,1
1.355316750,0,0
1.355756042,1,0
1.355819292,0,0
1.355976208,0,1
1.356444833,0,0
1.356884458,1,0
1.356947708,0,0
1.357104625,0,1
1.357573667,0,0
1.358012958,1,0
1.358076167,0,0
1.358233167,0,1
1.358702375,0,0
1.359141333,1,0
1.359204625,0,0
1.359361542,0,1
1.359830500,0,0
1.360269750,1,0
1.360333000,0,0
1.360489958,0,1
1.360958583,0,0
1.361398208,1,0
1.361461458,0,0
1.361618375,0,1
1.362087125,0,0
1.362526625,1,0
1.362589875,0,0
1.362746875,0,1
1.363215875,0,0
1.363655083,1,0
1.363718292,0,0
1.363875292,0,1
1.364344292,0,0
1.364783542,1,0
1.364846792,0,0
1.365003750,0,1
1.365472667,0,0
1.365911958,1,0
1.365975208,0,0
1.366132000,0,1
1.366600750,0,0
1.367040500,1,0
1.367103750,0,0
1.367260458,0,1
1.367729417,0,0
1.368168917,1,0
1.368232125,0,0
1.368389083,0,1
1.368857625,0,0
